"record_id"	"batch_id"	"path"	"sha256"	"bytes"	"inventory_snapshot_git_status"	"effective_snapshot_git_status"	"inventory_material_role"	"document_class"	"source_type"	"current_applicability"	"history_or_derivation"	"approval_named_authorizer"	"approval_date"	"approval_scope"	"approval_version_binding"	"document_approval_state"	"atomic_requirement_extraction_route"	"evidence_or_conflict_pointers"	"investigation_pointer"	"route_class"	"candidate_group_id"
"R04-12"	"R04"	"requirement-documents/04-functional-requirements/01-site-operations/fr-012-session-establishment-reuse-and-lock-stage-transition.md"	"56a57678899c18a1f51d4469950f21eced0a6c7881f9bff99bb14d43118770fe"	"2881"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；会话/绑定内部设计；AC-1∼5。"	"[FR-012](../../../../requirement-documents/04-functional-requirements/01-site-operations/fr-012-session-establishment-reuse-and-lock-stage-transition.md) `56a57678899c`；`ec→49`; 无 Origin；UC-043/001/005/010/044，混合生产操作员与 R-09 独立审批身份"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；会话/绑定内部设计；AC-1∼5。; detailed record: R04-functional-requirements.md matrix row 12"	"R04-functional-requirements.md:36"	"candidate"	"R04"
"R04-13"	"R04"	"requirement-documents/04-functional-requirements/01-site-operations/fr-013-session-termination-rules.md"	"e8fa72726ab29f2182884aa2777f9f2570984a49d2a71352e8a269a2a549ac1e"	"2197"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；会话结束/恢复内部设计；AC-1∼4。"	"[FR-013](../../../../requirement-documents/04-functional-requirements/01-site-operations/fr-013-session-termination-rules.md) `e8fa72726ab2`；`ec→49`; 无 Origin；UC-043/002/006/046 + FR-004/011/012/031"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；会话结束/恢复内部设计；AC-1∼4。; detailed record: R04-functional-requirements.md matrix row 13"	"R04-functional-requirements.md:37"	"candidate"	"R04"
"R04-14"	"R04"	"requirement-documents/04-functional-requirements/01-site-operations/fr-014-slot-reopen-residue-clearance-confirm-and-state-restoration.md"	"4fe50e146f6c328f331809f30da2b7a1a9d2bf163870180e02607b1a525325be"	"4820"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；残留仓位恢复候选；AC-1∼4。"	"[FR-014](../../../../requirement-documents/04-functional-requirements/01-site-operations/fr-014-slot-reopen-residue-clearance-confirm-and-state-restoration.md) `4fe50e146f6c`；`ec→49`; Origin: UC-044 + UC-004；Related 另指 UC-010/002"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；残留仓位恢复候选；AC-1∼4。; detailed record: R04-functional-requirements.md matrix row 14"	"R04-functional-requirements.md:38"	"candidate"	"R04"
"R04-15"	"R04"	"requirement-documents/04-functional-requirements/01-site-operations/fr-031-station-departure-wait-timeout-and-auto-closure.md"	"69484156ab84242115a54b2f7e46d0913578e3beaed7708f8227d3a5c6a80d42"	"5816"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；内部超时自动结束候选；AC-1∼12，默认 5 分钟及 HMI 阈值优先追原始决定。"	"[FR-031](../../../../requirement-documents/04-functional-requirements/01-site-operations/fr-031-station-departure-wait-timeout-and-auto-closure.md) `69484156ab84`；`49`; Origin 自述 2026-07-30∼31 “需求确认会话” + UC-046 + ADR-0055；会话未导出/具名"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；内部超时自动结束候选；AC-1∼12，默认 5 分钟及 HMI 阈值优先追原始决定。; detailed record: R04-functional-requirements.md matrix row 15"	"R04-functional-requirements.md:39"	"candidate"	"R04"
"R04-16"	"R04"	"requirement-documents/04-functional-requirements/02-slot-and-hardware/fr-015-slot-monitoring-dashboard-display-and-refresh.md"	"fd47600ad362f0a0a38bb35708d82fac440cbe40bfc9c5cdff7068c971a0e31c"	"4195"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；硬件看板内部派生；AC-1∼2。"	"[FR-015](../../../../requirement-documents/04-functional-requirements/02-slot-and-hardware/fr-015-slot-monitoring-dashboard-display-and-refresh.md) `fd47600ad362`；`ec`; Origin: UC-011"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；硬件看板内部派生；AC-1∼2。; detailed record: R04-functional-requirements.md matrix row 16"	"R04-functional-requirements.md:40"	"candidate"	"R04"
"R04-17"	"R04"	"requirement-documents/04-functional-requirements/02-slot-and-hardware/fr-016-slot-enable-disable-batch-eligibility-and-state-update.md"	"bd9df8d49efd21941ec36aade3976ca4a0e1ff58eb64cf2626a3796b8ca35920"	"2140"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；内部状态模型；AC-1∼4，将立即/待生效/硬件故障/批量结果拆开。"	"[FR-016](../../../../requirement-documents/04-functional-requirements/02-slot-and-hardware/fr-016-slot-enable-disable-batch-eligibility-and-state-update.md) `bd9df8d49efd`；`ec→49`; 无 Origin；Related 只指 UC-014，后期改写为管理状态 + 车载可操作性"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；内部状态模型；AC-1∼4，将立即/待生效/硬件故障/批量结果拆开。; detailed record: R04-functional-requirements.md matrix row 17"	"R04-functional-requirements.md:41"	"candidate"	"R04"
"R04-18"	"R04"	"requirement-documents/04-functional-requirements/02-slot-and-hardware/fr-017-slot-door-unlock-open-test-and-result-recording.md"	"a6ffae552466f49ae92583be9fe9518470feeebdff50f6289c549c140c85e5d6"	"3808"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；硬件测试能力候选；AC-1∼3。"	"[FR-017](../../../../requirement-documents/04-functional-requirements/02-slot-and-hardware/fr-017-slot-door-unlock-open-test-and-result-recording.md) `a6ffae552466`；`ec→49`; Origin: UC-015"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；硬件测试能力候选；AC-1∼3。; detailed record: R04-functional-requirements.md matrix row 18"	"R04-functional-requirements.md:42"	"candidate"	"R04"
"R04-19"	"R04"	"requirement-documents/04-functional-requirements/02-slot-and-hardware/fr-018-slot-light-curtain-function-test.md"	"999d4ea4a140976fd89c60c053fae7886419ee061f1dcb043d67ae735033a550"	"4672"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；光幕测试能力候选；AC-1∼4。"	"[FR-018](../../../../requirement-documents/04-functional-requirements/02-slot-and-hardware/fr-018-slot-light-curtain-function-test.md) `999d4ea4a140`；`ec`; Origin: UC-016"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；光幕测试能力候选；AC-1∼4。; detailed record: R04-functional-requirements.md matrix row 19"	"R04-functional-requirements.md:43"	"candidate"	"R04"
"R04-20"	"R04"	"requirement-documents/04-functional-requirements/02-slot-and-hardware/fr-019-slot-door-state-detection-test.md"	"1d38c8eb256111e8166e953b5ab77de1b8ef3b28f4ff0e6f8cc1fbc80698abe4"	"2733"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；锁反馈/闩合测试候选；AC-1∼4；不用测试通过反推需求正确。"	"[FR-019](../../../../requirement-documents/04-functional-requirements/02-slot-and-hardware/fr-019-slot-door-state-detection-test.md) `1d38c8eb2561`；`ec→49`; Origin: UC-017"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；锁反馈/闩合测试候选；AC-1∼4；不用测试通过反推需求正确。; detailed record: R04-functional-requirements.md matrix row 20"	"R04-functional-requirements.md:44"	"candidate"	"R04"
"R04-21"	"R04"	"requirement-documents/04-functional-requirements/02-slot-and-hardware/fr-020-bidirectional-io-point-mapping-verification.md"	"54c87508a16002a3a19923056dce04d5850dcff024560c4ecf7fdb01e79bdeef"	"4784"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；IO 点位核对能力候选；AC-1∼3。"	"[FR-020](../../../../requirement-documents/04-functional-requirements/02-slot-and-hardware/fr-020-bidirectional-io-point-mapping-verification.md) `54c87508a160`；`ec`; Origin: UC-018"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；IO 点位核对能力候选；AC-1∼3。; detailed record: R04-functional-requirements.md matrix row 21"	"R04-functional-requirements.md:45"	"candidate"	"R04"
"R04-22"	"R04"	"requirement-documents/04-functional-requirements/02-slot-and-hardware/fr-021-slot-to-io-point-mapping-create-modify-validation.md"	"5f2b14ff9d542a3bbf6b46154405490a795ca237c39a651eef4fa36b9eb8b3e9"	"4402"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；映射维护能力候选；AC-1∼3。"	"[FR-021](../../../../requirement-documents/04-functional-requirements/02-slot-and-hardware/fr-021-slot-to-io-point-mapping-create-modify-validation.md) `5f2b14ff9d54`；`ec→49`; Origin: UC-039；下游依赖 FR-020"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；映射维护能力候选；AC-1∼3。; detailed record: R04-functional-requirements.md matrix row 22"	"R04-functional-requirements.md:46"	"candidate"	"R04"
"R04-23"	"R04"	"requirement-documents/04-functional-requirements/03-agv-fleet-management/fr-022-slot-model-draft-field-and-layout-validation.md"	"b9f233de0603765501c2d55359914174816b7b933f53e6fbfe85ec3304d5d3e2"	"6318"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；车队模型草稿校验候选；AC-1∼5。"	"[FR-022](../../../../requirement-documents/04-functional-requirements/03-agv-fleet-management/fr-022-slot-model-draft-field-and-layout-validation.md) `b9f233de0603`；`ec`; Origin: UC-038 + BR-008"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；车队模型草稿校验候选；AC-1∼5。; detailed record: R04-functional-requirements.md matrix row 23"	"R04-functional-requirements.md:47"	"candidate"	"R04"
"R04-24"	"R04"	"requirement-documents/04-functional-requirements/03-agv-fleet-management/fr-023-slot-model-publish-with-dual-authentication-and-immutable-versioning.md"	"eb69554a831bab8fcff784afbecb7e59b5ce068dbcc6deda3accaa471c530967"	"5906"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；发布/二次认证/不可变版本候选；AC-1∼4。"	"[FR-023](../../../../requirement-documents/04-functional-requirements/03-agv-fleet-management/fr-023-slot-model-publish-with-dual-authentication-and-immutable-versioning.md) `eb69554a831b`；`ec`; Origin: UC-038 + BR-008"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；发布/二次认证/不可变版本候选；AC-1∼4。; detailed record: R04-functional-requirements.md matrix row 24"	"R04-functional-requirements.md:48"	"candidate"	"R04"
"R04-25"	"R04"	"requirement-documents/04-functional-requirements/03-agv-fleet-management/fr-024-slot-model-retire-with-dual-authentication-and-historical-reference-preservation.md"	"3636ffb7e73c900a54c6046fb0c5d9253c6107bebf5ca306b693d60b7357ecbe"	"4497"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；停用/历史引用保留候选；AC-1∼3。"	"[FR-024](../../../../requirement-documents/04-functional-requirements/03-agv-fleet-management/fr-024-slot-model-retire-with-dual-authentication-and-historical-reference-preservation.md) `3636ffb7e73c`；`ec`; Origin: UC-038 + BR-008"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；停用/历史引用保留候选；AC-1∼3。; detailed record: R04-functional-requirements.md matrix row 25"	"R04-functional-requirements.md:49"	"candidate"	"R04"
"R04-26"	"R04"	"requirement-documents/04-functional-requirements/03-agv-fleet-management/fr-025-agv-registration-eligibility-and-slot-model-version-validation.md"	"a367b18735381c1357f84aee4e68db20c80a8f5f87e50389d0ba2206785d099f"	"5179"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；AGV 接入资格/模型版本候选；AC-1∼4。"	"[FR-025](../../../../requirement-documents/04-functional-requirements/03-agv-fleet-management/fr-025-agv-registration-eligibility-and-slot-model-version-validation.md) `a367b1873538`；`ec`; Origin: UC-019；Related BR-002/008"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；AGV 接入资格/模型版本候选；AC-1∼4。; detailed record: R04-functional-requirements.md matrix row 26"	"R04-functional-requirements.md:50"	"candidate"	"R04"
"R04-27"	"R04"	"requirement-documents/04-functional-requirements/03-agv-fleet-management/fr-026-atomic-agv-record-creation-slot-instance-generation-and-audit-logging.md"	"dbef8d3f895c26e2ac8807377668c01a00b5f56740a81719daa9b7944f1f2b21"	"5002"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；档案/仓位实例原子创建候选；AC-1∼2 仍需拆创建、回滚和审计。"	"[FR-026](../../../../requirement-documents/04-functional-requirements/03-agv-fleet-management/fr-026-atomic-agv-record-creation-slot-instance-generation-and-audit-logging.md) `dbef8d3f895c`；`ec`; Origin: UC-019 + BR-008；Related 另指 BR-002"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；档案/仓位实例原子创建候选；AC-1∼2 仍需拆创建、回滚和审计。; detailed record: R04-functional-requirements.md matrix row 27"	"R04-functional-requirements.md:51"	"candidate"	"R04"
"R04-28"	"R04"	"requirement-documents/04-functional-requirements/03-agv-fleet-management/fr-027-agv-enable-disable-state-transition-and-pending-effect-handling.md"	"201734b6cd7c2adf1f0837d583db5a73ae10d18983c3438cfa411c5281e3fd16"	"5818"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；AGV 启停/待生效候选；AC-1∼5。"	"[FR-027](../../../../requirement-documents/04-functional-requirements/03-agv-fleet-management/fr-027-agv-enable-disable-state-transition-and-pending-effect-handling.md) `201734b6cd7c`；`ec`; Origin: UC-013；Related BR-002"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；AGV 启停/待生效候选；AC-1∼5。; detailed record: R04-functional-requirements.md matrix row 28"	"R04-functional-requirements.md:52"	"candidate"	"R04"
"R04-29"	"R04"	"requirement-documents/04-functional-requirements/03-agv-fleet-management/fr-028-agv-dispatch-profile-update-eligibility-and-persistence.md"	"534426abe57c97b3cc1a76f2c9b0ee8f0a5bbab420ab386a0256bd918d45a471"	"5583"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；调度配置维护候选；AC-1∼4。"	"[FR-028](../../../../requirement-documents/04-functional-requirements/03-agv-fleet-management/fr-028-agv-dispatch-profile-update-eligibility-and-persistence.md) `534426abe57c`；`ec`; Origin: UC-020；Related BR-002/008"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；调度配置维护候选；AC-1∼4。; detailed record: R04-functional-requirements.md matrix row 29"	"R04-functional-requirements.md:53"	"candidate"	"R04"
"R04-30"	"R04"	"requirement-documents/04-functional-requirements/03-agv-fleet-management/fr-029-agv-archive-eligibility-check-and-state-transition.md"	"0ff294b8a1102bdcad525270041f460f65ec2ad8e964e3cb03526686a8a2539d"	"5222"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；AGV 归档资格/状态迁移候选；AC-1∼4。"	"[FR-029](../../../../requirement-documents/04-functional-requirements/03-agv-fleet-management/fr-029-agv-archive-eligibility-check-and-state-transition.md) `0ff294b8a110`；`ec`; Origin: UC-021；Related BR-002"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；AGV 归档资格/状态迁移候选；AC-1∼4。; detailed record: R04-functional-requirements.md matrix row 30"	"R04-functional-requirements.md:54"	"candidate"	"R04"
"R04-31"	"R04"	"requirement-documents/04-functional-requirements/03-agv-fleet-management/fr-030-agv-fleet-dashboard-display-and-eligibility-reasoning.md"	"ce066e9519457b563072453105e8ff249be584063d756ab87ccd7c733312046b"	"5119"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"internal-derived-draft-functional-requirement-candidate"	"unapproved-internal-derived-functional-requirement"	"`draft`、无批准；车队看板/可分配原因候选；AC-1∼3。"	"[FR-030](../../../../requirement-documents/04-functional-requirements/03-agv-fleet-management/fr-030-agv-fleet-dashboard-display-and-eligibility-reasoning.md) `ce066e951945`；`ec`; Origin: UC-022；Related BR-002"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"candidate-only-after-acceptance-criterion-level-decomposition-evidence-review-and-explicit-approval"	"`draft`、无批准；车队看板/可分配原因候选；AC-1∼3。; detailed record: R04-functional-requirements.md matrix row 31"	"R04-functional-requirements.md:55"	"candidate"	"R04"
"R04-32"	"R04"	"requirement-documents/04-functional-requirements/04-transport-task-dispatch/README.md"	"2b288f6ad5ede6616606260c6f4a571f684c6d29999ddec81a0a5e9b1e5e5ebd"	"448"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"placeholder-or-completeness-index"	"empty-domain-placeholder"	"无批准对象；**占位索引/完整性缺口记录**，不生成功能需求；后续从所列 UC 拆分。"	"[04-transport-task-dispatch/README.md](../../../../requirement-documents/04-functional-requirements/04-transport-task-dispatch/README.md) `2b288f6ad5ed`；`ec`; 只指向 UC-007/008/009/023/042 和分类规则，明示“暂无 FR”"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document"	"无批准对象；**占位索引/完整性缺口记录**，不生成功能需求；后续从所列 UC 拆分。; detailed record: R04-functional-requirements.md matrix row 32"	"R04-functional-requirements.md:56"	"excluded"	""
"R04-33"	"R04"	"requirement-documents/04-functional-requirements/05-agv-charging/README.md"	"5c4ec9ed7505d3d2aacd5605694e67b800b2884f7d32f109735b1facfd47b02d"	"358"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"placeholder-or-completeness-index"	"empty-domain-placeholder"	"无批准对象；**占位索引**，不生成需求。"	"[05-agv-charging/README.md](../../../../requirement-documents/04-functional-requirements/05-agv-charging/README.md) `5c4ec9ed7505`；`ec`; 指 UC-012/037，明示暂无 FR"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document"	"无批准对象；**占位索引**，不生成需求。; detailed record: R04-functional-requirements.md matrix row 33"	"R04-functional-requirements.md:57"	"excluded"	""
"R04-34"	"R04"	"requirement-documents/04-functional-requirements/06-area-station-mapping/README.md"	"f1524213b582726077fb8cc7388c3fe1bfe080ee3aa511b0b80b771fec4d9427"	"387"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"placeholder-or-completeness-index"	"empty-domain-placeholder"	"无批准对象；**占位索引**，不生成需求。"	"[06-area-station-mapping/README.md](../../../../requirement-documents/04-functional-requirements/06-area-station-mapping/README.md) `f1524213b582`；`ec`; 指 UC-024/045，明示暂无 FR"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document"	"无批准对象；**占位索引**，不生成需求。; detailed record: R04-functional-requirements.md matrix row 34"	"R04-functional-requirements.md:58"	"excluded"	""
"R04-35"	"R04"	"requirement-documents/04-functional-requirements/07-workflow-engine/README.md"	"7133c8d6bd83cc03fd897b712660091bebed9d05c6143171412842e2e2a13d3f"	"353"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"placeholder-or-completeness-index"	"empty-domain-placeholder"	"无批准对象；**占位索引**，不生成需求。"	"[07-workflow-engine/README.md](../../../../requirement-documents/04-functional-requirements/07-workflow-engine/README.md) `7133c8d6bd83`；`ec`; 指 UC-025∼029，明示暂无 FR"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document"	"无批准对象；**占位索引**，不生成需求。; detailed record: R04-functional-requirements.md matrix row 35"	"R04-functional-requirements.md:59"	"excluded"	""
"R04-36"	"R04"	"requirement-documents/04-functional-requirements/08-user-and-access/README.md"	"918ddbb467e878106f7005fa83f7c6561d7de0aadc46835c0fddf8fcaf35613c"	"344"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"placeholder-or-completeness-index"	"empty-domain-placeholder"	"无批准对象；**占位索引**，不生成需求。"	"[08-user-and-access/README.md](../../../../requirement-documents/04-functional-requirements/08-user-and-access/README.md) `918ddbb467e8`；`ec`; 指 UC-030∼033，明示暂无 FR"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document"	"无批准对象；**占位索引**，不生成需求。; detailed record: R04-functional-requirements.md matrix row 36"	"R04-functional-requirements.md:60"	"excluded"	""
"R04-37"	"R04"	"requirement-documents/04-functional-requirements/09-logs-and-audit/README.md"	"d9c2944a6d321917f1da2b5d9cd6ac45d7c369b1d486e3abee3460eecd6539e0"	"345"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"placeholder-or-completeness-index"	"empty-domain-placeholder"	"无批准对象；**占位索引**，不生成需求。"	"[09-logs-and-audit/README.md](../../../../requirement-documents/04-functional-requirements/09-logs-and-audit/README.md) `d9c2944a6d32`；`ec`; 指 UC-034∼036，明示暂无 FR"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document"	"无批准对象；**占位索引**，不生成需求。; detailed record: R04-functional-requirements.md matrix row 37"	"R04-functional-requirements.md:61"	"excluded"	""
"R04-38"	"R04"	"requirement-documents/04-functional-requirements/10-safety-and-interlock/README.md"	"0f74cb956732a3180e833572c922ed7f3b5cc09d06b139df2185d9a7c5b339b5"	"506"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"placeholder-or-completeness-index"	"empty-domain-placeholder"	"无批准对象；**占位/追溯结构说明**，不独立生成安全需求。"	"[10-safety-and-interlock/README.md](../../../../requirement-documents/04-functional-requirements/10-safety-and-interlock/README.md) `0f74cb956732`；`ec`; 指 UC-004，并记录其仅作 FR-002/006/008/009/014 次要关联，暂无主派生 FR"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document"	"无批准对象；**占位/追溯结构说明**，不独立生成安全需求。; detailed record: R04-functional-requirements.md matrix row 38"	"R04-functional-requirements.md:62"	"excluded"	""
"R04-39"	"R04"	"requirement-documents/04-functional-requirements/11-agv-parking/README.md"	"95c7dc7a1af71a145230dfead61eeca2376b7f3144d6f8b99cab656368a2d22c"	"360"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"placeholder-or-completeness-index"	"empty-domain-placeholder"	"无批准对象；**占位索引**，不生成需求。"	"[11-agv-parking/README.md](../../../../requirement-documents/04-functional-requirements/11-agv-parking/README.md) `95c7dc7a1af7`；`ec`; 指 UC-040/041，明示暂无 FR"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document"	"无批准对象；**占位索引**，不生成需求。; detailed record: R04-functional-requirements.md matrix row 39"	"R04-functional-requirements.md:63"	"excluded"	""
"R04-40"	"R04"	"requirement-documents/04-functional-requirements/fr-template-guide.md"	"56dd687c05f63eca25c37d8cb95354c175de8850af928e3250da00fe958b84ba"	"4805"	"tracked-clean"	"tracked-clean"	"candidate-requirement"	"writing-guide"	"recording-guidance"	"无业务批准对象；**纯写作/记录指南**，可约束形式但不表达系统功能要求。"	"[fr-template-guide.md](../../../../requirement-documents/04-functional-requirements/fr-template-guide.md) `56dd687c05f6`；`ec`; `type: template-guide,status: reference`；以 FR-001/002 为范例规定 BR→UC→FR→TC、Origin、G/W/T 和粒度"	"not-found"	"not-found"	"not-found"	"not-found"	"not-approved-by-this-classification"	"do-not-extract-from-this-document"	"无业务批准对象；**纯写作/记录指南**，可约束形式但不表达系统功能要求。; detailed record: R04-functional-requirements.md matrix row 40"	"R04-functional-requirements.md:64"	"excluded"	""
