relation_id	relation_type	left_candidate_id	right_candidate_id	left_batch_id	right_batch_id	left_source_record_id	right_source_record_id	semantic_score	trigram_dice	bigram_dice	identifier_jaccard	scope_relation	version_relation	shared_identifiers	review_action
REL-00100	exact-text-duplicate	R01-A1153	R01-A2085	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00101	exact-text-duplicate	R01-A1154	R01-A2086	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00102	exact-text-duplicate	R01-A1155	R01-A2087	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00103	exact-text-duplicate	R01-A1156	R01-A2088	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00104	exact-text-duplicate	R01-A1157	R01-A2089	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00105	exact-text-duplicate	R01-A1158	R01-A2090	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00106	exact-text-duplicate	R01-A1159	R01-A2091	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00107	exact-text-duplicate	R01-A1160	R01-A2092	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00108	exact-text-duplicate	R01-A1161	R01-A2093	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00109	exact-text-duplicate	R01-A1162	R01-A2094	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00110	exact-text-duplicate	R01-A1163	R01-A2095	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00111	exact-text-duplicate	R01-A1164	R01-A2096	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00112	exact-text-duplicate	R01-A1165	R01-A2097	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00113	exact-text-duplicate	R01-A1166	R01-A2098	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00114	exact-text-duplicate	R01-A1167	R01-A2099	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00115	exact-text-duplicate	R01-A1168	R01-A2100	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00116	exact-text-duplicate	R01-A1169	R01-A2101	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00117	exact-text-duplicate	R01-A1170	R01-A2102	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00118	exact-text-duplicate	R01-A1171	R01-A2103	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00119	exact-text-duplicate	R01-A1172	R01-A2104	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00120	exact-text-duplicate	R01-A1173	R01-A2105	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00121	exact-text-duplicate	R01-A1174	R01-A2106	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00122	exact-text-duplicate	R01-A1175	R01-A2107	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00123	exact-text-duplicate	R01-A1176	R01-A2108	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00124	exact-text-duplicate	R01-A1177	R01-A2109	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00125	exact-text-duplicate	R01-A1178	R01-A2110	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00126	exact-text-duplicate	R01-A1179	R01-A2111	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00127	exact-text-duplicate	R01-A1180	R01-A2112	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00128	exact-text-duplicate	R01-A1181	R01-A2113	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00129	exact-text-duplicate	R01-A1182	R01-A2114	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00130	exact-text-duplicate	R01-A1183	R01-A2115	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00131	exact-text-duplicate	R01-A1184	R01-A2116	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00132	exact-text-duplicate	R01-A1185	R01-A2117	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00133	exact-text-duplicate	R01-A1186	R01-A2118	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00134	exact-text-duplicate	R01-A1187	R01-A2119	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00135	exact-text-duplicate	R01-A1188	R01-A2120	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00136	exact-text-duplicate	R01-A1189	R01-A2121	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00137	exact-text-duplicate	R01-A1190	R01-A2122	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00138	exact-text-duplicate	R01-A1191	R01-A2123	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00139	exact-text-duplicate	R01-A1192	R01-A2124	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00140	exact-text-duplicate	R01-A1193	R01-A2125	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00141	exact-text-duplicate	R01-A1194	R01-A2126	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00142	exact-text-duplicate	R01-A1196	R01-A2128	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00143	exact-text-duplicate	R01-A1197	R01-A2129	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00144	exact-text-duplicate	R01-A1198	R01-A2130	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00145	exact-text-duplicate	R01-A1204	R01-A2136	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00146	exact-text-duplicate	R01-A1205	R01-A2137	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00147	exact-text-duplicate	R01-A1206	R01-A2138	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00148	exact-text-duplicate	R01-A1207	R01-A2139	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers		review-together-never-auto-merge
REL-00149	exact-text-duplicate	R01-A1208	R01-A2140	R01	R01	R01-13	R01-14	1.0000	1.0000	1.0000	1.0000	same-scope	same-version-markers	br-001	review-together-never-auto-merge
